id,label,topic,text,length_chars,length_words,quality_score,sentiment,source_detail,timestamp,plagiarism_score,notes,clean_text,prediction,prediction_label
270,human,sports,My personal opinion on sports is that the community response has been overwhelmingly positive. Community feedback will shape future developments.,145,20,4.75,0.58,author_49,8/17/2023 21:26,0.285,,My personal opinion on sports is that the community response has been overwhelmingly positive. Community feedback will shape future developments.,human,
97,ai,science,This article discusses science and highlights that adoption increases with better education.,92,12,4.04,0.49,bloomz-7b,7/19/2025 23:59,0.078,,This article discusses science and highlights that adoption increases with better education.,ai,
211,ai,food,Research-style summary on food suggests there are trade-offs to consider. Community feedback will shape future developments.,124,16,4.42,-0.56,gpt-5-base,1/14/2025 16:48,0.141,,Research-style summary on food suggests there are trade-offs to consider. Community feedback will shape future developments.,ai,
241,human,food,"As someone who follows food, I believe costs can vary greatly depending on implementation.",90,14,2.97,0.22,author_99,6/26/2023 17:08,0.334,personal_tone,"As someone who follows food, I believe costs can vary greatly depending on implementation.",human,
58,ai,lifestyle,Research-style summary on lifestyle suggests privacy concerns remain a top challenge. it requires more data for conclusive evidence,131,18,3.07,-0.33,gpt-4o-mini,1/15/2023 19:26,0.019,,Research-style summary on lifestyle suggests privacy concerns remain a top challenge. it requires more data for conclusive evidence,ai,
302,ai,sports,The following summary on sports shows it improves efficiency significantly. Further investigation is warranted.,111,14,4.97,0.74,gpt-5-base,4/13/2024 5:12,0.047,,The following summary on sports shows it improves efficiency significantly. Further investigation is warranted.,ai,
384,human,science,"In my experience, science often leads to it requires more data for conclusive evidence. Community feedback will shape future developments. it can be optimized with simple heuristics the community response has been overwhelmingly positive privacy concerns remain a top challenge",277,40,1.61,-0.08,author_16,5/31/2025 6:21,0.16,,"In my experience, science often leads to it requires more data for conclusive evidence. Community feedback will shape future developments. it can be optimized with simple heuristics the community response has been overwhelmingly positive privacy concerns remain a top challenge",human,
360,ai,entertainment,Research-style summary on entertainment suggests the community response has been overwhelmingly positive. Further investigation is warranted.,141,16,3.07,0.17,gpt-5-base,10/15/2023 7:42,0.023,,Research-style summary on entertainment suggests the community response has been overwhelmingly positive. Further investigation is warranted.,ai,
37,ai,finance,Analysis indicates that finance is associated with there are trade-offs to consider.,84,12,3.34,0.63,gpt-5-base,2/8/2025 8:33,0.101,,Analysis indicates that finance is associated with there are trade-offs to consider.,ai,
491,human,travel,"As someone who follows travel, I believe it requires more data for conclusive evidence.",87,14,2.4,0.51,author_95,9/10/2024 6:21,0.319,personal_tone,"As someone who follows travel, I believe it requires more data for conclusive evidence.",human,
21,human,technology,I recently experienced technology in my day-to-day life and found that privacy concerns remain a top challenge. the results are promising but preliminary,153,23,2.91,0.81,author_6,8/6/2024 8:57,0.203,personal_tone,I recently experienced technology in my day-to-day life and found that privacy concerns remain a top challenge. the results are promising but preliminary,human,
441,human,food,"In my experience, food often leads to it can be optimized with simple heuristics.",81,14,4.38,0.36,author_25,1/26/2025 9:58,0.053,,"In my experience, food often leads to it can be optimized with simple heuristics.",human,
333,ai,education,This article discusses education and highlights that privacy concerns remain a top challenge.,93,13,4.04,0.41,claude-2,7/29/2024 8:10,0.111,,This article discusses education and highlights that privacy concerns remain a top challenge.,ai,
76,ai,health,This article discusses health and highlights that the community response has been overwhelmingly positive.,106,14,4.31,0.01,llama-3-small,11/1/2024 5:37,0.011,,This article discusses health and highlights that the community response has been overwhelmingly positive.,ai,
201,human,education,"As someone who follows education, I believe adoption increases with better education.",85,12,2.89,-0.48,author_50,6/16/2023 20:31,0.084,personal_tone,"As someone who follows education, I believe adoption increases with better education.",human,
78,human,lifestyle,"As someone who follows lifestyle, I believe there are trade-offs to consider.",77,12,4.99,0.52,author_91,3/20/2024 3:35,0.266,personal_tone,"As someone who follows lifestyle, I believe there are trade-offs to consider.",human,
264,ai,lifestyle,Analysis indicates that lifestyle is associated with privacy concerns remain a top challenge.,93,13,3.3,-0.27,bloomz-7b,7/6/2025 10:13,0.009,,Analysis indicates that lifestyle is associated with privacy concerns remain a top challenge.,ai,
494,ai,technology,This article discusses technology and highlights that it requires more data for conclusive evidence. Implementation details matter a lot here.,142,20,3.25,0.52,bloomz-7b,2/9/2025 19:23,0.035,,This article discusses technology and highlights that it requires more data for conclusive evidence. Implementation details matter a lot here.,ai,
150,human,finance,"In my experience, finance often leads to the community response has been overwhelmingly positive.",97,14,3.62,-0.13,author_45,1/5/2025 11:37,0.257,,"In my experience, finance often leads to the community response has been overwhelmingly positive.",human,
440,human,sports,"After trying several approaches related to sports, I noticed users report a mixed set of outcomes.",98,16,3.45,0.82,author_19,5/2/2023 6:42,0.111,personal_tone,"After trying several approaches related to sports, I noticed users report a mixed set of outcomes.",human,
3,human,sports,My personal opinion on sports is that costs can vary greatly depending on implementation. This could change as new data becomes available. there are trade-offs to consider costs can vary greatly depending on implementation,222,34,4.47,0.31,author_69,4/6/2025 1:34,0.255,,My personal opinion on sports is that costs can vary greatly depending on implementation. This could change as new data becomes available. there are trade-offs to consider costs can vary greatly depending on implementation,human,
53,ai,food,This article discusses food and highlights that the results are promising but preliminary.,90,13,4.38,0.25,bloomz-7b,11/15/2024 13:47,0.05,,This article discusses food and highlights that the results are promising but preliminary.,ai,
263,human,sports,"After trying several approaches related to sports, I noticed the results are promising but preliminary. Community feedback will shape future developments.",154,21,4.96,0.57,author_63,1/3/2024 17:27,0.191,personal_tone,"After trying several approaches related to sports, I noticed the results are promising but preliminary. Community feedback will shape future developments.",human,
254,ai,food,This article discusses food and highlights that the community response has been overwhelmingly positive.,104,14,4.09,-0.01,gpt-5-base,8/29/2024 20:40,0.009,,This article discusses food and highlights that the community response has been overwhelmingly positive.,ai,
458,human,entertainment,My personal opinion on entertainment is that adoption increases with better education.,86,12,2.41,0.26,author_79,9/30/2024 12:53,0.324,,My personal opinion on entertainment is that adoption increases with better education.,human,
260,human,lifestyle,My personal opinion on lifestyle is that adoption increases with better education. the results are promising but preliminary,124,18,4.66,0.07,author_43,5/12/2023 3:20,0.317,,My personal opinion on lifestyle is that adoption increases with better education. the results are promising but preliminary,human,
334,ai,education,Analysis indicates that education is associated with privacy concerns remain a top challenge. it can be optimized with simple heuristics it can be optimized with simple heuristics,179,27,4.89,0.86,llama-3-small,11/17/2023 20:06,0.008,,Analysis indicates that education is associated with privacy concerns remain a top challenge. it can be optimized with simple heuristics it can be optimized with simple heuristics,ai,
370,ai,education,Research-style summary on education suggests it can be optimized with simple heuristics.,88,12,3.43,0.23,bloomz-7b,9/17/2023 11:09,0.087,,Research-style summary on education suggests it can be optimized with simple heuristics.,ai,
322,human,health,"After trying several approaches related to health, I noticed adoption increases with better education.",102,14,3.47,0.38,author_7,4/12/2024 12:24,0.127,personal_tone,"After trying several approaches related to health, I noticed adoption increases with better education.",human,
184,human,technology,"After trying several approaches related to technology, I noticed users report a mixed set of outcomes.",102,16,4.71,0.26,author_42,8/14/2024 21:46,0.27,personal_tone,"After trying several approaches related to technology, I noticed users report a mixed set of outcomes.",human,
152,ai,lifestyle,The following summary on lifestyle shows it can be optimized with simple heuristics.,84,13,4.53,0.8,gpt-5-base,1/8/2025 11:23,0.028,,The following summary on lifestyle shows it can be optimized with simple heuristics.,ai,
454,ai,sports,This article discusses sports and highlights that the community response has been overwhelmingly positive. it requires more data for conclusive evidence adoption increases with better education privacy concerns remain a top challenge,233,32,4.55,-0.29,llama-3-small,7/9/2023 5:23,0.008,,This article discusses sports and highlights that the community response has been overwhelmingly positive. it requires more data for conclusive evidence adoption increases with better education privacy concerns remain a top challenge,ai,
303,human,entertainment,"As someone who follows entertainment, I believe costs can vary greatly depending on implementation. it requires more data for conclusive evidence the results are promising but preliminary",187,27,4.16,-0.35,author_98,2/21/2025 5:46,0.171,personal_tone,"As someone who follows entertainment, I believe costs can vary greatly depending on implementation. it requires more data for conclusive evidence the results are promising but preliminary",human,
191,ai,entertainment,Analysis indicates that entertainment is associated with privacy concerns remain a top challenge.,97,13,4.71,0.1,llama-3-small,4/2/2025 17:05,0.114,,Analysis indicates that entertainment is associated with privacy concerns remain a top challenge.,ai,
75,human,food,"In my experience, food often leads to the community response has been overwhelmingly positive.",94,14,4.37,0.87,author_76,5/22/2024 1:20,0.044,,"In my experience, food often leads to the community response has been overwhelmingly positive.",human,
349,ai,science,Analysis indicates that science is associated with there are trade-offs to consider.,84,12,2.99,0.27,gpt-5-base,9/1/2025 12:02,0.054,,Analysis indicates that science is associated with there are trade-offs to consider.,ai,
244,human,travel,"As someone who follows travel, I believe it can be optimized with simple heuristics. I would love to hear others' thoughts on this.",131,23,1.91,0.32,author_85,2/26/2023 11:15,0.233,personal_tone,"As someone who follows travel, I believe it can be optimized with simple heuristics. I would love to hear others' thoughts on this.",human,
484,ai,finance,This article discusses finance and highlights that users report a mixed set of outcomes. I would love to hear others' thoughts on this. it can be optimized with simple heuristics users report a mixed set of outcomes,215,37,2.71,0.36,claude-2,3/1/2024 16:36,0.134,,This article discusses finance and highlights that users report a mixed set of outcomes. I would love to hear others' thoughts on this. it can be optimized with simple heuristics users report a mixed set of outcomes,human,
88,human,travel,I recently experienced travel in my day-to-day life and found that privacy concerns remain a top challenge.,107,17,3.85,0.28,author_14,4/22/2025 23:14,0.329,personal_tone,I recently experienced travel in my day-to-day life and found that privacy concerns remain a top challenge.,human,
240,human,sports,I recently experienced sports in my day-to-day life and found that it requires more data for conclusive evidence.,113,18,2.34,-0.02,author_10,9/4/2023 18:11,0.223,personal_tone,I recently experienced sports in my day-to-day life and found that it requires more data for conclusive evidence.,human,
144,ai,science,Analysis indicates that science is associated with adoption increases with better education.,92,12,2.82,0.73,bloomz-7b,3/9/2023 11:15,0.06,,Analysis indicates that science is associated with adoption increases with better education.,ai,
419,ai,entertainment,This article discusses entertainment and highlights that it can be optimized with simple heuristics. Further investigation is warranted.,136,18,3.76,0.39,llama-3-small,6/30/2024 21:50,0.066,,This article discusses entertainment and highlights that it can be optimized with simple heuristics. Further investigation is warranted.,ai,
267,human,lifestyle,"In my experience, lifestyle often leads to the results are promising but preliminary.",85,13,1.63,-0.52,author_62,9/8/2024 7:57,0.007,,"In my experience, lifestyle often leads to the results are promising but preliminary.",human,
289,human,travel,My personal opinion on travel is that the community response has been overwhelmingly positive.,94,14,3.76,-0.32,author_98,8/5/2023 14:49,0.259,,My personal opinion on travel is that the community response has been overwhelmingly positive.,human,
137,ai,food,This article discusses food and highlights that there are trade-offs to consider.,81,12,3.61,0.48,gpt-4o-mini,6/20/2023 16:09,0.053,,This article discusses food and highlights that there are trade-offs to consider.,ai,
167,ai,food,This article discusses food and highlights that the community response has been overwhelmingly positive. users report a mixed set of outcomes it can be optimized with simple heuristics the community response has been overwhelmingly positive,240,35,3.69,-0.3,gpt-4o-mini,9/14/2025 10:27,0.048,,This article discusses food and highlights that the community response has been overwhelmingly positive. users report a mixed set of outcomes it can be optimized with simple heuristics the community response has been overwhelmingly positive,ai,
84,human,lifestyle,"As someone who follows lifestyle, I believe costs can vary greatly depending on implementation.",95,14,3.87,0.48,author_81,11/6/2024 4:58,0.22,personal_tone,"As someone who follows lifestyle, I believe costs can vary greatly depending on implementation.",human,
444,human,education,"In my experience, education often leads to it improves efficiency significantly. it can be optimized with simple heuristics the results are promising but preliminary",165,24,4.1,0.88,author_57,2/14/2025 7:26,0.023,,"In my experience, education often leads to it improves efficiency significantly. it can be optimized with simple heuristics the results are promising but preliminary",human,
156,ai,lifestyle,This article discusses lifestyle and highlights that adoption increases with better education. I would love to hear others' thoughts on this.,141,21,4.49,-0.09,gpt-5-base,8/19/2025 13:18,0.113,,This article discusses lifestyle and highlights that adoption increases with better education. I would love to hear others' thoughts on this.,ai,
357,human,entertainment,I recently experienced entertainment in my day-to-day life and found that the results are promising but preliminary.,116,17,3.84,0.18,author_59,3/21/2025 13:09,0.136,personal_tone,I recently experienced entertainment in my day-to-day life and found that the results are promising but preliminary.,human,
382,human,education,"As someone who follows education, I believe it requires more data for conclusive evidence. Further investigation is warranted.",126,18,2.75,0.57,author_85,5/3/2023 2:51,0.237,personal_tone,"As someone who follows education, I believe it requires more data for conclusive evidence. Further investigation is warranted.",human,
280,ai,finance,A concise overview of finance: costs can vary greatly depending on implementation.,82,12,3.16,0.1,gpt-5-base,8/20/2023 9:46,0.085,,A concise overview of finance: costs can vary greatly depending on implementation.,ai,
127,human,sports,"As someone who follows sports, I believe there are trade-offs to consider.",74,12,4.76,0.02,author_50,2/10/2024 18:16,0.131,personal_tone,"As someone who follows sports, I believe there are trade-offs to consider.",human,
196,ai,entertainment,This article discusses entertainment and highlights that it improves efficiency significantly.,94,11,2.54,0.48,bloomz-7b,7/2/2024 10:26,0.003,,This article discusses entertainment and highlights that it improves efficiency significantly.,ai,
266,ai,finance,The following summary on finance shows users report a mixed set of outcomes.,76,13,4.24,0.77,claude-2,1/29/2023 12:48,0.142,,The following summary on finance shows users report a mixed set of outcomes.,ai,
488,human,entertainment,"After trying several approaches related to entertainment, I noticed there are trade-offs to consider.",101,14,1.68,-0.08,author_66,3/8/2025 0:23,0.164,personal_tone,"After trying several approaches related to entertainment, I noticed there are trade-offs to consider.",human,
105,human,technology,"After trying several approaches related to technology, I noticed there are trade-offs to consider. Implementation details matter a lot here.",140,20,2.05,-0.13,author_7,11/29/2023 20:39,0.209,personal_tone,"After trying several approaches related to technology, I noticed there are trade-offs to consider. Implementation details matter a lot here.",human,
154,human,technology,"In my experience, technology often leads to it requires more data for conclusive evidence.",90,14,3.85,-0.17,author_34,1/9/2023 3:54,0.151,,"In my experience, technology often leads to it requires more data for conclusive evidence.",human,
283,human,health,"As someone who follows health, I believe the community response has been overwhelmingly positive.",97,14,2.24,-0.31,author_88,2/13/2023 15:24,0.027,personal_tone,"As someone who follows health, I believe the community response has been overwhelmingly positive.",human,
392,ai,entertainment,The following summary on entertainment shows users report a mixed set of outcomes.,82,13,3.55,0.32,llama-3-small,2/19/2024 2:35,0.012,,The following summary on entertainment shows users report a mixed set of outcomes.,ai,
227,human,education,My personal opinion on education is that adoption increases with better education.,82,12,3.0,0.32,author_8,3/14/2025 7:31,0.285,,My personal opinion on education is that adoption increases with better education.,human,
368,ai,entertainment,This article discusses entertainment and highlights that the results are promising but preliminary.,99,13,3.52,-0.32,gpt-4o-mini,12/27/2024 0:15,0.087,,This article discusses entertainment and highlights that the results are promising but preliminary.,ai,
26,ai,travel,This article discusses travel and highlights that it improves efficiency significantly.,87,11,2.61,-0.1,gpt-5-base,5/14/2023 23:11,0.147,,This article discusses travel and highlights that it improves efficiency significantly.,ai,
197,human,health,"After trying several approaches related to health, I noticed there are trade-offs to consider. Further investigation is warranted.",130,18,2.38,-0.07,author_52,3/25/2025 14:27,0.028,personal_tone,"After trying several approaches related to health, I noticed there are trade-offs to consider. Further investigation is warranted.",human,
65,ai,entertainment,A concise overview of entertainment: there are trade-offs to consider.,70,10,4.86,0.15,gpt-4o-mini,5/20/2024 15:56,0.012,,A concise overview of entertainment: there are trade-offs to consider.,ai,
16,ai,sports,This article discusses sports and highlights that the results are promising but preliminary. Implementation details matter a lot here.,134,19,3.53,0.7,gpt-4o-mini,2/25/2023 23:47,0.148,,This article discusses sports and highlights that the results are promising but preliminary. Implementation details matter a lot here.,ai,
298,human,technology,My personal opinion on technology is that the community response has been overwhelmingly positive.,98,14,2.86,-0.55,author_44,12/26/2024 20:49,0.286,,My personal opinion on technology is that the community response has been overwhelmingly positive.,human,
372,human,finance,I recently experienced finance in my day-to-day life and found that it can be optimized with simple heuristics.,111,18,3.15,0.3,author_48,4/1/2023 2:19,0.092,personal_tone,I recently experienced finance in my day-to-day life and found that it can be optimized with simple heuristics.,human,
110,ai,technology,This article discusses technology and highlights that the community response has been overwhelmingly positive.,110,14,3.93,0.46,gpt-4o-mini,3/3/2024 10:32,0.017,,This article discusses technology and highlights that the community response has been overwhelmingly positive.,ai,
337,ai,technology,A concise overview of technology: costs can vary greatly depending on implementation.,85,12,2.88,-0.12,llama-3-small,2/22/2023 22:46,0.092,,A concise overview of technology: costs can vary greatly depending on implementation.,ai,
309,human,science,"In my experience, science often leads to it requires more data for conclusive evidence.",87,14,3.9,-0.59,author_35,3/6/2024 3:40,0.232,,"In my experience, science often leads to it requires more data for conclusive evidence.",human,
27,ai,science,Research-style summary on science suggests it can be optimized with simple heuristics. I would love to hear others' thoughts on this.,133,21,4.23,-0.38,gpt-5-base,2/6/2023 13:26,0.087,,Research-style summary on science suggests it can be optimized with simple heuristics. I would love to hear others' thoughts on this.,ai,
77,ai,lifestyle,This article discusses lifestyle and highlights that it can be optimized with simple heuristics.,96,14,4.65,-0.03,bloomz-7b,11/21/2023 22:49,0.108,,This article discusses lifestyle and highlights that it can be optimized with simple heuristics.,ai,
44,human,lifestyle,"In my experience, lifestyle often leads to it can be optimized with simple heuristics. This could change as new data becomes available.",135,22,2.86,0.74,author_95,5/5/2025 15:15,0.188,,"In my experience, lifestyle often leads to it can be optimized with simple heuristics. This could change as new data becomes available.",human,
281,human,health,"After trying several approaches related to health, I noticed costs can vary greatly depending on implementation.",112,16,2.3,-0.51,author_69,2/1/2024 19:01,0.147,personal_tone,"After trying several approaches related to health, I noticed costs can vary greatly depending on implementation.",human,
4,human,sports,"After trying several approaches related to sports, I noticed there are trade-offs to consider.",94,14,4.6,-0.06,author_30,7/16/2023 2:31,0.016,personal_tone,"After trying several approaches related to sports, I noticed there are trade-offs to consider.",human,
460,human,education,"In my experience, education often leads to adoption increases with better education.",84,12,3.46,0.36,author_37,1/12/2023 23:19,0.07,,"In my experience, education often leads to adoption increases with better education.",human,
50,ai,sports,This article discusses sports and highlights that the results are promising but preliminary.,92,13,3.11,0.45,claude-2,11/5/2023 21:51,0.121,,This article discusses sports and highlights that the results are promising but preliminary.,ai,
406,human,technology,"In my experience, technology often leads to the results are promising but preliminary. the results are promising but preliminary the community response has been overwhelmingly positive it can be optimized with simple heuristics",227,33,3.89,-0.13,author_6,11/27/2023 5:46,0.22,,"In my experience, technology often leads to the results are promising but preliminary. the results are promising but preliminary the community response has been overwhelmingly positive it can be optimized with simple heuristics",human,
388,human,finance,"In my experience, finance often leads to users report a mixed set of outcomes.",78,14,3.25,0.89,author_93,5/19/2025 22:57,0.181,,"In my experience, finance often leads to users report a mixed set of outcomes.",human,
487,ai,health,Research-style summary on health suggests users report a mixed set of outcomes.,79,12,4.45,0.1,gpt-4o-mini,3/22/2023 19:03,0.133,,Research-style summary on health suggests users report a mixed set of outcomes.,ai,
31,ai,travel,The following summary on travel shows the results are promising but preliminary. Further investigation is warranted.,116,16,3.2,-0.5,claude-2,3/2/2025 10:09,0.053,,The following summary on travel shows the results are promising but preliminary. Further investigation is warranted.,ai,
122,human,education,"As someone who follows education, I believe users report a mixed set of outcomes. I would love to hear others' thoughts on this.",128,23,3.39,0.51,author_99,6/23/2024 1:22,0.232,personal_tone,"As someone who follows education, I believe users report a mixed set of outcomes. I would love to hear others' thoughts on this.",human,
432,human,travel,My personal opinion on travel is that it improves efficiency significantly. the community response has been overwhelmingly positive it improves efficiency significantly,168,22,2.66,0.51,author_97,8/5/2023 7:25,0.191,,My personal opinion on travel is that it improves efficiency significantly. the community response has been overwhelmingly positive it improves efficiency significantly,human,
116,ai,entertainment,Research-style summary on entertainment suggests adoption increases with better education.,90,10,2.6,0.76,claude-2,8/8/2024 23:43,0.028,,Research-style summary on entertainment suggests adoption increases with better education.,ai,
466,ai,education,A concise overview of education: costs can vary greatly depending on implementation.,84,12,3.81,-0.34,gpt-4o-mini,1/19/2024 1:21,0.117,,A concise overview of education: costs can vary greatly depending on implementation.,ai,
217,ai,food,Analysis indicates that food is associated with there are trade-offs to consider. I would love to hear others' thoughts on this. there are trade-offs to consider users report a mixed set of outcomes,198,33,4.82,0.51,llama-3-small,6/12/2024 6:21,0.083,,Analysis indicates that food is associated with there are trade-offs to consider. I would love to hear others' thoughts on this. there are trade-offs to consider users report a mixed set of outcomes,human,
265,ai,lifestyle,The following summary on lifestyle shows the results are promising but preliminary. Further investigation is warranted.,119,16,4.54,0.78,bloomz-7b,2/27/2023 7:59,0.086,,The following summary on lifestyle shows the results are promising but preliminary. Further investigation is warranted.,ai,
210,ai,food,A concise overview of food: users report a mixed set of outcomes.,65,12,4.24,0.14,llama-3-small,8/12/2024 8:49,0.049,,A concise overview of food: users report a mixed set of outcomes.,ai,
317,human,finance,"In my experience, finance often leads to the community response has been overwhelmingly positive. Implementation details matter a lot here.",139,20,1.72,0.38,author_74,1/13/2023 19:06,0.269,,"In my experience, finance often leads to the community response has been overwhelmingly positive. Implementation details matter a lot here.",human,
385,ai,food,This article discusses food and highlights that it improves efficiency significantly.,85,11,2.75,-0.06,llama-3-small,6/1/2025 9:27,0.028,,This article discusses food and highlights that it improves efficiency significantly.,ai,
2,human,science,I recently experienced science in my day-to-day life and found that adoption increases with better education.,109,16,3.95,0.03,author_1,4/4/2024 21:27,0.097,personal_tone,I recently experienced science in my day-to-day life and found that adoption increases with better education.,human,
314,human,technology,"As someone who follows technology, I believe it improves efficiency significantly.",82,11,2.75,0.06,author_12,9/28/2024 9:46,0.307,personal_tone,"As someone who follows technology, I believe it improves efficiency significantly.",human,
23,ai,entertainment,This article discusses entertainment and highlights that costs can vary greatly depending on implementation. Community feedback will shape future developments.,159,20,4.99,-0.49,llama-3-small,8/7/2023 18:25,0.04,,This article discusses entertainment and highlights that costs can vary greatly depending on implementation. Community feedback will shape future developments.,ai,
318,human,food,"After trying several approaches related to food, I noticed privacy concerns remain a top challenge.",99,15,3.01,0.49,author_83,5/8/2024 12:35,0.232,personal_tone,"After trying several approaches related to food, I noticed privacy concerns remain a top challenge.",human,
320,human,food,I recently experienced food in my day-to-day life and found that it requires more data for conclusive evidence.,111,18,2.83,0.63,author_74,3/22/2023 16:42,0.155,personal_tone,I recently experienced food in my day-to-day life and found that it requires more data for conclusive evidence.,human,
8,ai,lifestyle,Research-style summary on lifestyle suggests it can be optimized with simple heuristics.,88,12,4.99,0.16,gpt-5-base,4/4/2023 1:42,0.129,,Research-style summary on lifestyle suggests it can be optimized with simple heuristics.,ai,
495,ai,travel,Research-style summary on travel suggests users report a mixed set of outcomes. it can be optimized with simple heuristics costs can vary greatly depending on implementation,173,26,4.9,0.42,llama-3-small,2/12/2023 3:32,0.138,,Research-style summary on travel suggests users report a mixed set of outcomes. it can be optimized with simple heuristics costs can vary greatly depending on implementation,ai,
142,ai,education,The following summary on education shows there are trade-offs to consider.,74,11,4.75,0.07,gpt-4o-mini,3/31/2023 11:38,0.1,,The following summary on education shows there are trade-offs to consider.,ai,
87,human,entertainment,"As someone who follows entertainment, I believe there are trade-offs to consider.",81,12,3.87,0.41,author_51,2/11/2024 20:17,0.128,personal_tone,"As someone who follows entertainment, I believe there are trade-offs to consider.",human,
353,human,travel,I recently experienced travel in my day-to-day life and found that there are trade-offs to consider.,100,16,3.71,0.62,author_28,8/15/2024 14:45,0.269,personal_tone,I recently experienced travel in my day-to-day life and found that there are trade-offs to consider.,human,
242,human,technology,I recently experienced technology in my day-to-day life and found that adoption increases with better education. Further investigation is warranted. it can be optimized with simple heuristics,191,27,3.27,0.34,author_52,5/28/2024 15:07,0.148,personal_tone,I recently experienced technology in my day-to-day life and found that adoption increases with better education. Further investigation is warranted. it can be optimized with simple heuristics,human,
216,human,health,My personal opinion on health is that users report a mixed set of outcomes.,75,14,2.22,0.12,author_90,5/2/2024 3:33,0.153,,My personal opinion on health is that users report a mixed set of outcomes.,human,
69,human,entertainment,My personal opinion on entertainment is that there are trade-offs to consider. privacy concerns remain a top challenge it improves efficiency significantly,155,22,3.8,0.21,author_47,2/28/2024 1:58,0.066,,My personal opinion on entertainment is that there are trade-offs to consider. privacy concerns remain a top challenge it improves efficiency significantly,human,
51,human,food,"In my experience, food often leads to privacy concerns remain a top challenge. costs can vary greatly depending on implementation it improves efficiency significantly it can be optimized with simple heuristics",209,31,4.38,-0.44,author_59,9/10/2025 13:11,0.222,,"In my experience, food often leads to privacy concerns remain a top challenge. costs can vary greatly depending on implementation it improves efficiency significantly it can be optimized with simple heuristics",human,
399,ai,travel,Research-style summary on travel suggests the community response has been overwhelmingly positive. Implementation details matter a lot here.,140,18,3.69,-0.59,gpt-4o-mini,3/16/2024 10:39,0.09,,Research-style summary on travel suggests the community response has been overwhelmingly positive. Implementation details matter a lot here.,ai,
414,ai,education,A concise overview of education: privacy concerns remain a top challenge.,73,11,3.21,0.01,gpt-4o-mini,11/26/2023 4:01,0.014,,A concise overview of education: privacy concerns remain a top challenge.,ai,
157,ai,science,This article discusses science and highlights that it improves efficiency significantly. This could change as new data becomes available.,137,19,3.8,-0.38,claude-2,7/3/2025 18:46,0.021,,This article discusses science and highlights that it improves efficiency significantly. This could change as new data becomes available.,ai,
253,ai,health,Research-style summary on health suggests the results are promising but preliminary.,84,11,4.9,0.86,gpt-5-base,5/26/2023 10:11,0.014,,Research-style summary on health suggests the results are promising but preliminary.,ai,
396,ai,education,Analysis indicates that education is associated with the results are promising but preliminary. users report a mixed set of outcomes it improves efficiency significantly it improves efficiency significantly,206,28,4.16,0.69,claude-2,11/30/2023 17:20,0.07,,Analysis indicates that education is associated with the results are promising but preliminary. users report a mixed set of outcomes it improves efficiency significantly it improves efficiency significantly,ai,
469,human,food,I recently experienced food in my day-to-day life and found that the community response has been overwhelmingly positive. This could change as new data becomes available. the results are promising but preliminary costs can vary greatly depending on implementation,263,39,2.2,-0.17,author_86,6/29/2024 11:37,0.27,personal_tone,I recently experienced food in my day-to-day life and found that the community response has been overwhelmingly positive. This could change as new data becomes available. the results are promising but preliminary costs can vary greatly depending on implementation,human,
403,human,finance,My personal opinion on finance is that there are trade-offs to consider.,72,12,4.04,-0.25,author_44,6/4/2023 0:32,0.173,,My personal opinion on finance is that there are trade-offs to consider.,human,
358,human,technology,I recently experienced technology in my day-to-day life and found that costs can vary greatly depending on implementation.,122,18,4.4,0.65,author_23,9/27/2023 21:04,0.191,personal_tone,I recently experienced technology in my day-to-day life and found that costs can vary greatly depending on implementation.,human,
255,human,travel,My personal opinion on travel is that it requires more data for conclusive evidence.,84,14,4.41,-0.11,author_26,4/8/2024 9:54,0.082,,My personal opinion on travel is that it requires more data for conclusive evidence.,human,
277,ai,education,A concise overview of education: the results are promising but preliminary.,75,11,4.32,-0.2,gpt-4o-mini,10/16/2023 10:49,0.036,,A concise overview of education: the results are promising but preliminary.,ai,
179,human,travel,"As someone who follows travel, I believe it can be optimized with simple heuristics.",84,14,4.92,0.37,author_49,3/6/2024 13:38,0.347,personal_tone,"As someone who follows travel, I believe it can be optimized with simple heuristics.",human,
282,ai,lifestyle,A concise overview of lifestyle: the results are promising but preliminary.,75,11,4.63,-0.55,claude-2,8/7/2024 18:49,0.12,,A concise overview of lifestyle: the results are promising but preliminary.,ai,
391,human,lifestyle,"After trying several approaches related to lifestyle, I noticed adoption increases with better education. This could change as new data becomes available.",154,22,3.86,0.13,author_49,1/24/2025 16:16,0.311,personal_tone,"After trying several approaches related to lifestyle, I noticed adoption increases with better education. This could change as new data becomes available.",human,
238,ai,education,This article discusses education and highlights that there are trade-offs to consider. I would love to hear others' thoughts on this.,133,21,3.46,0.84,gpt-4o-mini,11/19/2023 5:05,0.037,,This article discusses education and highlights that there are trade-offs to consider. I would love to hear others' thoughts on this.,ai,
72,ai,entertainment,The following summary on entertainment shows the community response has been overwhelmingly positive. adoption increases with better education,142,18,3.77,0.72,bloomz-7b,6/3/2025 2:32,0.041,,The following summary on entertainment shows the community response has been overwhelmingly positive. adoption increases with better education,ai,
461,ai,health,Analysis indicates that health is associated with it requires more data for conclusive evidence.,96,14,2.52,0.43,claude-2,12/16/2023 14:25,0.109,,Analysis indicates that health is associated with it requires more data for conclusive evidence.,ai,
